participant_id,version,sentence_id,stimulus,transcription,human_score,auto_score,rationale
3,vA,1,Quiero cortarme el pelo (7),,,0,No response / empty transcription
3,vA,2,El libro está en la mesa (7),,,0,No response / empty transcription
3,vA,3,El carro lo tiene Pedro (8),,,0,No response / empty transcription
3,vA,4,El se ducha cada mañana (9),,,0,No response / empty transcription
3,vA,5,¿Qué dice usted que va a hacer hoy? (9),,,0,No response / empty transcription
3,vA,6,Dudo que sepa manejar muy bien (10),,,0,No response / empty transcription
3,vA,7,Las calles de esta ciudad son muy anchas (11),,,0,No response / empty transcription
3,vA,8, Puede que llueva mañana todo el día (12),,,0,No response / empty transcription
3,vA,9,Las casas son muy bonitas pero caras (12),,,0,No response / empty transcription
3,vA,10,Me gustan las películas que acaban bien (12),,,0,No response / empty transcription
3,vA,11,El chico con el que yo salgo es español (13),,,0,No response / empty transcription
3,vA,12,Después de cenar me fui a dormir tranquilo (13),,,0,No response / empty transcription
3,vA,13,Quiero una casa en la que vivan mis animales (14),,,0,No response / empty transcription
3,vA,14,A nosotros nos fascinan las fiestas grandiosas (14),,,0,No response / empty transcription
3,vA,15,Ella sólo bebe cerveza y no come nada (15),,,0,No response / empty transcription
3,vA,16,Me gustaría que el precio de las casas bajara (15),,,0,No response / empty transcription
3,vA,17,Cruza a la derecha y después sigue todo recto (15),,,0,No response / empty transcription
3,vA,18,Ella ha terminado de pintar su apartamento (15),,,0,No response / empty transcription
3,vA,19,Me gustaría que empezara a hacer más calor pronto (15),,,0,No response / empty transcription
3,vA,20,El niño al que se le murió el gato está triste (16),,,0,No response / empty transcription
3,vA,21,Una amiga mía cuida a los niños de mi vecino (16),,,0,No response / empty transcription
3,vA,22,El gato que era negro fue perseguido por el perro (16),,,0,No response / empty transcription
3,vA,23,Antes de poder salir él tiene que limpiar su cuarto (16),,,0,No response / empty transcription
3,vA,24,La cantidad de personas que fuman ha disminuido (17),,,0,No response / empty transcription
3,vA,25,Después de llegar a casa del trabajo tomé la cena (17),,,0,No response / empty transcription
3,vA,26,El ladrón al que atrapó la policía era famoso (17),,,0,No response / empty transcription
3,vA,27,Le pedí a un amigo que me ayudara con la tarea (17),,,0,No response / empty transcription
3,vA,28,El examen no fue tan difícil como me habían dicho (17),,,0,No response / empty transcription
3,vA,29,¿Serías tan amable de darme el libro que está en la mesa? (17),,,0,No response / empty transcription
3,vA,30,Hay mucha gente que no toma nada para el desayuno (17),,,0,No response / empty transcription
3,vB,1,Quiero comerme el huevo. (7) ,,,0,No response / empty transcription
3,vB,2,El pez está en la sala. (7),,,0,No response / empty transcription
3,vB,3,La tarea la tiene Carla. (8),,,0,No response / empty transcription
3,vB,4,Él se duerme por la tarde. (8),,,0,No response / empty transcription
3,vB,5,¿Qué dijo que iba a acabar hoy? (9),,,0,No response / empty transcription
3,vB,6,Dudo que sepan hablar Portugués. (10),,,0,No response / empty transcription
3,vB,7,Las casas de este país son muy grandes. (11),,,0,No response / empty transcription
3,vB,8,Puede que haga mucho calor esta noche. (12),,,0,No response / empty transcription
3,vB,9,Los coches son muy baratos pero feos. (12),,,0,No response / empty transcription
3,vB,10,Me gusta la comida que es saludable. (12),,,0,No response / empty transcription
3,vB,11,La chica con la que yo bailo es chilena. (13),,,0,No response / empty transcription
3,vB,12,Antes de correr me comí una manzana. (13),,,0,No response / empty transcription
3,vB,13,Quiero un coche en el que quepa mi familia. (14),,,0,No response / empty transcription
3,vB,14,A ellos les encantan los libros de romance. (14),,,0,No response / empty transcription
3,vB,15,Él siempre tiene hambre porque no sabe cocinar. (15),,,0,No response / empty transcription
3,vB,16,Me gustaría que el hijo de mi tía comiera. (15),,,0,No response / empty transcription
3,vB,17,Cruce la calle y después vaya a la derecha. (15),,,0,No response / empty transcription
3,vB,18,Él ha empezado a entrenar con sus amigos. (15),,,0,No response / empty transcription
3,vB,19,Me gustaría que el semestre terminara pronto. (15),,,0,No response / empty transcription
3,vB,20,El bebé al que se le cayó la manta tiene frío. (16),,,0,No response / empty transcription
3,vB,21,Una amiga mía va a la capital con sus sobrinos. (16),,,0,No response / empty transcription
3,vB,22,La princesa que era muy bonita fue rescatada. (16),,,0,No response / empty transcription
3,vB,23,"Después de comer, siempre tiene que lavarse los dientes. (16)",,,0,No response / empty transcription
3,vB,24,La cantidad de personas que votan ha incrementado. (17),,,0,No response / empty transcription
3,vB,25,Antes de poder salir de la casa busqué mis llaves. (17),,,0,No response / empty transcription
3,vB,26,El jefe al que atacó el empleado era gordo. (17),,,0,No response / empty transcription
3,vB,27,Le pedí a mi hermana que me ayudara en la casa. (17),,,0,No response / empty transcription
3,vB,28,El trabajo no fue tan fácil como me habían dicho. (17),,,0,No response / empty transcription
3,vB,29,¿Te importaría traerme el café que dejé en la cocina? (18),,,0,No response / empty transcription
3,vB,30,Hay muchas personas que se quedan en casa si nieva mucho. (18),,,0,No response / empty transcription
4,vA,1,Quiero cortarme el pelo (7),Quiero cortarme el pelo,4.0,3,"Near-accurate meaning (content_overlap=0.75, edit=1, n_target=5, n_learner=4)"
4,vA,2,El libro está en la mesa (7),El libro está en la mesa,4.0,2,"Partial meaning (content_overlap=0.67, edit=1, n_target=7, n_learner=6)"
4,vA,3,El carro lo tiene Pedro (8),El carro lo tiene Pedro,4.0,3,"Near-accurate meaning (content_overlap=0.75, edit=1, n_target=6, n_learner=5)"
4,vA,4,El se ducha cada mañana (9),Él se ducha cada mañana,4.0,3,"Near-accurate meaning (content_overlap=0.75, edit=1, n_target=6, n_learner=5)"
4,vA,5,¿Qué dice usted que va a hacer hoy? (9),¿Qué dice usted que va a hacer hoy?,4.0,3,"Near-accurate meaning (content_overlap=0.80, edit=1, n_target=9, n_learner=8)"
4,vA,6,Dudo que sepa manejar muy bien (10),Dudo que sepa manejar muy bien,4.0,3,"Near-accurate meaning (content_overlap=0.80, edit=1, n_target=7, n_learner=6)"
4,vA,7,Las calles de esta ciudad son muy anchas (11),Las calles de esta ciudad son muy anchas,4.0,3,"Near-accurate meaning (content_overlap=0.75, edit=1, n_target=9, n_learner=8)"
4,vA,8, Puede que llueva mañana todo el día (12),[puede que llue- puede que llue-] Puede que llueva mañana todo el día,4.0,3,"Near-accurate meaning (content_overlap=0.83, edit=1, n_target=8, n_learner=7)"
4,vA,9,Las casas son muy bonitas pero caras (12),Las casas son muy bonitas pero caras,4.0,3,"Near-accurate meaning (content_overlap=0.75, edit=1, n_target=8, n_learner=7)"
4,vA,10,Me gustan las películas que acaban bien (12),Me gustan las películas que acaban bien,4.0,3,"Near-accurate meaning (content_overlap=0.80, edit=1, n_target=8, n_learner=7)"
4,vA,11,El chico con el que yo salgo es español (13),El chico con el que yo salgo es español,4.0,3,"Near-accurate meaning (content_overlap=0.80, edit=1, n_target=10, n_learner=9)"
4,vA,12,Después de cenar me fui a dormir tranquilo (13),Después de cenar me fui a dormir tranquilo,4.0,3,"Near-accurate meaning (content_overlap=0.83, edit=1, n_target=9, n_learner=8)"
4,vA,13,Quiero una casa en la que vivan mis animales (14),Quiero una casa en la que vivan mis animales,4.0,3,"Near-accurate meaning (content_overlap=0.80, edit=1, n_target=10, n_learner=9)"
4,vA,14,A nosotros nos fascinan las fiestas grandiosas (14),[a nosotro-] A nosotros nos fascinan las fiestas grandiosas,4.0,3,"Near-accurate meaning (content_overlap=0.80, edit=1, n_target=8, n_learner=7)"
4,vA,15,Ella sólo bebe cerveza y no come nada (15),Ella sólo bebe cerveza y no come nada,4.0,3,"Minor deviation (edit=1, content_overlap=0.86); meaning essentially preserved"
4,vA,16,Me gustaría que el precio de las casas bajara (15),[me gustari-] Me gustaría que el precio de las casas bajara,4.0,3,"Near-accurate meaning (content_overlap=0.80, edit=1, n_target=10, n_learner=9)"
4,vA,17,Cruza a la derecha y después sigue todo recto (15),Cruza hacia la derecha y después todo recto,4.0,3,"Near-accurate meaning (content_overlap=0.71, edit=3, n_target=10, n_learner=8)"
4,vA,18,Ella ha terminado de pintar su apartamento (15),Ella ha terminado de pintar su apartamento,4.0,3,"Near-accurate meaning (content_overlap=0.80, edit=1, n_target=8, n_learner=7)"
4,vA,19,Me gustaría que empezara a hacer más calor pronto (15),Me gustaría que empezara a hacer más calor pronto,4.0,3,"Near-accurate meaning (content_overlap=0.80, edit=1, n_target=10, n_learner=9)"
4,vA,20,El niño al que se le murió el gato está triste (16),El niño al que se le murió el gato está triste,4.0,3,"Near-accurate meaning (content_overlap=0.80, edit=1, n_target=12, n_learner=11)"
4,vA,21,Una amiga mía cuida a los niños de mi vecino (16),una amiga mía cuida a los [...] niños de mi vecino,4.0,3,"Near-accurate meaning (content_overlap=0.83, edit=1, n_target=11, n_learner=10)"
4,vA,22,El gato que era negro fue perseguido por el perro (16),El gato que era negro fue perseguido por el perro,4.0,3,"Near-accurate meaning (content_overlap=0.80, edit=1, n_target=11, n_learner=10)"
4,vA,23,Antes de poder salir él tiene que limpiar su cuarto (16),Antes de poder salir él tiene que limpiar su cuarto,4.0,3,"Minor deviation (edit=1, content_overlap=0.86); meaning essentially preserved"
4,vA,24,La cantidad de personas que fuman ha disminuido (17),La cantidad de personas que fuman ha disminuido,4.0,3,"Near-accurate meaning (content_overlap=0.80, edit=1, n_target=9, n_learner=8)"
4,vA,25,Después de llegar a casa del trabajo tomé la cena (17),Después de llegar a casa del trabajo tomé la cena,4.0,3,"Minor deviation (edit=1, content_overlap=0.86); meaning essentially preserved"
4,vA,26,El ladrón al que atrapó la policía era famoso (17),El ladrón al que atrapó la policía era famoso,4.0,3,"Near-accurate meaning (content_overlap=0.80, edit=1, n_target=10, n_learner=9)"
4,vA,27,Le pedí a un amigo que me ayudara con la tarea (17),[le pedí-] Le pedí a un amigo que me ayudara con la tarea,4.0,3,"Near-accurate meaning (content_overlap=0.80, edit=1, n_target=12, n_learner=11)"
4,vA,28,El examen no fue tan difícil como me habían dicho (17),El examen no fue tan difícil como me habían dicho,4.0,3,"Near-accurate meaning (content_overlap=0.83, edit=1, n_target=11, n_learner=10)"
4,vA,29,¿Serías tan amable de darme el libro que está en la mesa? (17),¿Serías tan amable de darme el libro que está en la mesa?,4.0,3,"Minor deviation (edit=1, content_overlap=0.86); meaning essentially preserved"
4,vA,30,Hay mucha gente que no toma nada para el desayuno (17),Hay mucha gente que no toma nada para el desayuno,4.0,3,"Near-accurate meaning (content_overlap=0.83, edit=1, n_target=11, n_learner=10)"
4,vB,1,Quiero comerme el huevo. (7) ,Quiero comerme el huevo,4.0,3,"Near-accurate meaning (content_overlap=0.75, edit=1, n_target=5, n_learner=4)"
4,vB,2,El pez está en la sala. (7),El pez está la sala,4.0,2,"Partial meaning (content_overlap=0.67, edit=2, n_target=7, n_learner=5)"
4,vB,3,La tarea la tiene Carla. (8),La tarea la tiene Carla,4.0,3,"Near-accurate meaning (content_overlap=0.75, edit=1, n_target=6, n_learner=5)"
4,vB,4,Él se duerme por la tarde. (8),Él se duerme por la tarde,4.0,2,"Partial meaning (content_overlap=0.67, edit=1, n_target=7, n_learner=6)"
4,vB,5,¿Qué dijo que iba a acabar hoy? (9),¿Que dijo que iba a acabar hoy?,4.0,3,"Near-accurate meaning (content_overlap=0.80, edit=1, n_target=8, n_learner=7)"
4,vB,6,Dudo que sepan hablar Portugués. (10),Dudo que sepan hablar portugués,4.0,3,"Near-accurate meaning (content_overlap=0.80, edit=1, n_target=6, n_learner=5)"
4,vB,7,Las casas de este país son muy grandes. (11),Las casas de este país son muy grandes,4.0,3,"Near-accurate meaning (content_overlap=0.75, edit=1, n_target=9, n_learner=8)"
4,vB,8,Puede que haga mucho calor esta noche. (12),Puede que haga mucho calor en esta noche,4.0,3,"Near-accurate meaning (content_overlap=0.83, edit=2, n_target=8, n_learner=8)"
4,vB,9,Los coches son muy baratos pero feos. (12),[l-] Los coches son muy baratos pero feos,4.0,3,"Near-accurate meaning (content_overlap=0.75, edit=1, n_target=8, n_learner=7)"
4,vB,10,Me gusta la comida que es saludable. (12),Me gusta la comida que es saludable,4.0,3,"Near-accurate meaning (content_overlap=0.75, edit=1, n_target=8, n_learner=7)"
4,vB,11,La chica con la que yo bailo es chilena. (13),La chica con la que yo bailo es chilena,4.0,3,"Near-accurate meaning (content_overlap=0.80, edit=1, n_target=10, n_learner=9)"
4,vB,12,Antes de correr me comí una manzana. (13),Antes de correr [...] como manzana,2.0,2,"Partial meaning (content_overlap=0.60, edit=4, n_target=8, n_learner=5)"
4,vB,13,Quiero un coche en el que quepa mi familia. (14),Quiero un coche en el que quepa mi familia,4.0,3,"Near-accurate meaning (content_overlap=0.80, edit=1, n_target=10, n_learner=9)"
4,vB,14,A ellos les encantan los libros de romance. (14),A ellos les encantan  [ los libos-] los libros de romance,4.0,3,"Near-accurate meaning (content_overlap=0.80, edit=1, n_target=9, n_learner=8)"
4,vB,15,Él siempre tiene hambre porque no sabe cocinar. (15),Él siempre tiene hambre porque no sabe cocinar,4.0,3,"Near-accurate meaning (content_overlap=0.83, edit=1, n_target=9, n_learner=8)"
4,vB,16,Me gustaría que el hijo de mi tía comiera. (15),Me gustaría que el hijo de mi tía comiera,4.0,3,"Near-accurate meaning (content_overlap=0.80, edit=1, n_target=10, n_learner=9)"
4,vB,17,Cruce la calle y después vaya a la derecha. (15),Cruce la calle y después vaya a la derecha,4.0,3,"Near-accurate meaning (content_overlap=0.83, edit=1, n_target=10, n_learner=9)"
4,vB,18,Él ha empezado a entrenar con sus amigos. (15),Él ha empezado a entrenar con sus amigos,4.0,3,"Near-accurate meaning (content_overlap=0.75, edit=1, n_target=9, n_learner=8)"
4,vB,19,Me gustaría que el semestre terminara pronto. (15),Me gustaría que el semestre terminara pronto,4.0,3,"Near-accurate meaning (content_overlap=0.80, edit=1, n_target=8, n_learner=7)"
4,vB,20,El bebé al que se le cayó la manta tiene frío. (16),El bebé al que se le cayó la manta tiene frío,4.0,3,"Near-accurate meaning (content_overlap=0.83, edit=1, n_target=12, n_learner=11)"
4,vB,21,Una amiga mía va a la capital con sus sobrinos. (16),Una amiga mía va a la capital con sus sobrinos,4.0,3,"Near-accurate meaning (content_overlap=0.83, edit=1, n_target=11, n_learner=10)"
4,vB,22,La princesa que era muy bonita fue rescatada. (16),La princesa que era muy bonita fue rescatada,4.0,3,"Near-accurate meaning (content_overlap=0.75, edit=1, n_target=9, n_learner=8)"
4,vB,23,"Después de comer, siempre tiene que lavarse los dientes. (16)",Después de comer siempre que lavarse los dientes,2.0,3,"Near-accurate meaning (content_overlap=0.71, edit=2, n_target=10, n_learner=8)"
4,vB,24,La cantidad de personas que votan ha incrementado. (17),La cantidad de personas que votan ha incrementado,4.0,3,"Near-accurate meaning (content_overlap=0.80, edit=1, n_target=9, n_learner=8)"
4,vB,25,Antes de poder salir de la casa busqué mis llaves. (17),Antes de poder salir de la casa busqué mis llaves,4.0,3,"Minor deviation (edit=1, content_overlap=0.86); meaning essentially preserved"
4,vB,26,El jefe al que atacó el empleado era gordo. (17),El jefe al que atacó el empleado era gordo,4.0,3,"Near-accurate meaning (content_overlap=0.80, edit=1, n_target=10, n_learner=9)"
4,vB,27,Le pedí a mi hermana que me ayudara en la casa. (17),Le pedí a mi hermana que me ayudara en la casa,4.0,3,"Near-accurate meaning (content_overlap=0.80, edit=1, n_target=12, n_learner=11)"
4,vB,28,El trabajo no fue tan fácil como me habían dicho. (17),El trabajo no fue tan fácil como me habían dicho,4.0,3,"Near-accurate meaning (content_overlap=0.83, edit=1, n_target=11, n_learner=10)"
4,vB,29,¿Te importaría traerme el café que dejé en la cocina? (18),¿Te importaría traerme el café que dejé en la cocina?,4.0,3,"Near-accurate meaning (content_overlap=0.83, edit=1, n_target=11, n_learner=10)"
4,vB,30,Hay muchas personas que se quedan en casa si nieva mucho. (18),Hay muchas personas que se quedan en casa si nieva mucho,4.0,3,"Minor deviation (edit=1, content_overlap=0.86); meaning essentially preserved"
5,vA,1,Quiero cortarme el pelo (7),Quiero cortarme el pelo,4.0,3,"Near-accurate meaning (content_overlap=0.75, edit=1, n_target=5, n_learner=4)"
5,vA,2,El libro está en la mesa (7),El libro está en la mesa,4.0,2,"Partial meaning (content_overlap=0.67, edit=1, n_target=7, n_learner=6)"
5,vA,3,El carro lo tiene Pedro (8),El carro lo tiene Pedro,4.0,3,"Near-accurate meaning (content_overlap=0.75, edit=1, n_target=6, n_learner=5)"
5,vA,4,El se ducha cada mañana (9),El se ducha cada mañana,4.0,3,"Near-accurate meaning (content_overlap=0.75, edit=1, n_target=6, n_learner=5)"
5,vA,5,¿Qué dice usted que va a hacer hoy? (9),¿Qué dice usted que va a hacer hoy?,4.0,3,"Near-accurate meaning (content_overlap=0.80, edit=1, n_target=9, n_learner=8)"
5,vA,6,Dudo que sepa manejar muy bien (10),Dudo que sepa manejar muy bien,4.0,3,"Near-accurate meaning (content_overlap=0.80, edit=1, n_target=7, n_learner=6)"
5,vA,7,Las calles de esta ciudad son muy anchas (11),Las calles de esta [e-] ciudad son muy anchas,4.0,3,"Near-accurate meaning (content_overlap=0.75, edit=1, n_target=9, n_learner=8)"
5,vA,8, Puede que llueva mañana todo el día (12),Puedo que llueva mañana todo el día,2.0,2,"Partial meaning (content_overlap=0.67, edit=2, n_target=8, n_learner=7)"
5,vA,9,Las casas son muy bonitas pero caras (12),Las casas son muy bonitas pero caras,4.0,3,"Near-accurate meaning (content_overlap=0.75, edit=1, n_target=8, n_learner=7)"
5,vA,10,Me gustan las películas que acaban bien (12),Me gustan los películas que acaban bien,2.0,3,"Near-accurate meaning (content_overlap=0.80, edit=2, n_target=8, n_learner=7)"
5,vA,11,El chico con el que yo salgo es español (13),El chico quen yo salgo es español,4.0,3,"Near-accurate meaning (content_overlap=0.80, edit=4, n_target=10, n_learner=7)"
5,vA,12,Después de cenar me fui a dormir tranquilo (13),Después de cenar me fui a dormir tranquilo,4.0,3,"Near-accurate meaning (content_overlap=0.83, edit=1, n_target=9, n_learner=8)"
5,vA,13,Quiero una casa en la que vivan mis animales (14),Quiera un casa en que viven mis animales,2.0,2,"Partial response (content_overlap=0.40, n_learner=8 tokens)"
